name,image,reviews,price,recommendations,address,comment
捞王锅物料理(杭州来福士店),https://img.meituan.net/content/c8c8f610c5222c404c42835985b55040179915.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4383,￥115,"['胡椒猪肚鸡·', '双腊煲仔饭·', '雪花牛肉']",猪肚鸡火锅 | 城东,5
很累海南鸡饭(欧美中心店),http://p1.meituan.net/biztone/544670761_1696827930234.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2233,￥70,"['海南鸡饭', '咖椰吐司', '油鸡饭']",新加坡菜 | 高新文教区,5
bluefrog蓝蛙(远洋乐堤港店),https://img.meituan.net/content/29654e9186c4e1c0f19d1079fd7b57e53095815.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3735,￥142,"['美式烧烤牛肉汉堡配番薯条', '香浓蘑菇牛肉汉堡', '大虾芒果色拉']",西餐 | 远洋乐堤港,5
红灯笼姥姥饭店·江景餐厅,https://p0.meituan.net/biztone/eea6c4c1819ef5257bb54ad5331857581158917.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3422,￥78,"['杂鱼锅仔', '高山野菜', '椒盐小土豆']",农家菜 | 桐庐县,5
牛焱·贵州黄牛肉火锅(临平银泰店),https://img.meituan.net/content/91786f123c0fbf5bd984133b43a638ee200741.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,6135,￥102,"['吊龙', '经典嫩肉', '手打生丸']",牛羊肉火锅 | 临平,5
OAK小酒馆,https://p0.meituan.net/biztone/e6d6fa72f9d2a78c929bc42cc028772c566351.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1340,￥127,"['辣炒螺蛳', '酸菜鱼', '小炒黄牛肉']",创意菜 | 武林广场,5
川页的家(萧山店),https://img.meituan.net/content/ce5a09f67c034e919ce4979140a7bf171673317.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2717,￥412,"['刺身拼盘', '法式香煎鹅肝', '海胆']",自助餐 | 北干,5
疆小羊.新疆烧烤领头羊(青芝坞店),http://p0.meituan.net/biztone/179759391_1677728187741.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5172,￥70,"['新疆大盘鸡', '新疆缸子肉', '烤羊排串']",烤串 | 青芝坞,5
大牌大·融合杭帮菜(武林店),http://p0.meituan.net/biztone/178121367_1671510238279.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3633,￥74,"['南乳扎烧肘子', '一口闷芝士南瓜', '招牌香辣虾']",浙菜 | 凤起路沿线,5
红钳侠小龙虾·烧烤(闻涛观潮店),http://p0.meituan.net/biztone/1104645794_1711621146872.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3918,￥163,"['清蒸乳山生蚝', '经典汉派亮亮蒸虾', '葱姜梭子蟹']",小龙虾 | 开发区/高教园,5
江南夜市有个锅(浙大紫金港店),http://p1.meituan.net/biztone/164874811_1650851854769.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4508,￥75,"['意式蜂蜜奶酪披萨', '江南有个部队锅', '江南芝士肋排']",韩国料理 | 古墩路沿线,5
老秦凉都黄牛肉馆(总店),http://p1.meituan.net/merchant/3e1060f04436a69e170309dfaeed2da6206060.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4204,￥102,"['极品生牛肉', '火锅', '牛杂']",牛羊肉火锅 | 开发区/高教园,5
芒種(太合店),http://p0.meituan.net/merchant/53823c01bfda7463b3a7cc9005aa283f414367.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2627,￥28,"['猪肝面', '猪肝拌川', '牛肉拌川']",面馆 | 城西银泰城,5
上名堂·鱼头好吃(体育场路店),http://p0.meituan.net/biztone/194302084_1673007104563.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1949,￥134,"['千岛湖淳牌剁椒大鱼头', '糖醋排骨', '千岛湖淳牌葱焖大鱼头']",浙菜 | 城东,5
鮨·六月(锦绣公园店),https://img.meituan.net/msmerchant/82ebf8a1832edf18b9a4ef3a443b575478729.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1285,￥525,"['芝士豆腐', '鳗鱼饭', '海胆']",日本料理 | 城西银泰城,5
杭越小鲜(来福士店),https://img.meituan.net/content/f8df3ed72886c38ac61918f98a25bb592724210.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,6315,￥146,"['杭甬第一鲜', '油淋白虾', '特色蒸黄鱼']",浙菜 | 来福士广场,5
几荷·恰似故人来(秀水广场店),https://img.meituan.net/content/36970be81ba888831233f144f8a9aadb1381495.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,15018,￥98,"['梅子里脊', '坊间豆腐', '浓汤鱼头']",农家菜 | 阳光路,5
李白图书馆餐厅·小龙虾节(秋涛北路店),http://p1.meituan.net/biztone/156645080_1648285244676.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,6997,￥148,"['文火小牛肉蔬菜馍', '金牌北京烤鸭', '十三香小龙虾']",浙菜 | 新塘路/秋涛路沿线,5
漫蔬•台北蔬食小馆VEGGIEBOIL(朝晖店),http://p0.meituan.net/biztone/156861262_1646273493598.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2231,￥41,"['藜麦椒麻豆腐饭', '椰香咖喱饭', '红豆沙椰浆芋圆']",素食 | 朝晖地区,5
DAILY BREW,http://p0.meituan.net/merchant/2aa2f66be21d4d529776fc18a9bb569d130011.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1248,￥32,"['Latte拿铁', '冰花魁拿铁', '美式']",咖啡厅 | 西湖北线/黄龙,5
赠李白·如诗的川味(庆春银泰店),http://p0.meituan.net/biztone/193271831_1644997411518.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3666,￥93,"['四川酥肉豆汤饭', '太白酸菜鱼', '招牌太白酸菜鱼']",川菜馆 | 钱江新城/四季青,5
大肆撸串·西南串味(湖滨银泰in77店),https://img.meituan.net/content/23369b98139bb17a43bdea7dc4e9ee68507995.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5579,￥80,"['双蛋烤茄子', '香辣烤玉米', '湘西烤牛油']",烤串 | 湖滨/解百商厦,5
弄堂里· 江南名肴(西湖龙井店),https://img.meituan.net/msmerchant/09f1fae2e0add77f23aca811e0e81cfb2647588.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,16195,￥73,"['弄堂里的卤鸡爪', '梭子蟹炒年糕', '弄堂里的卤鸭儿']",浙菜 | 龙井/虎跑,5
御乐堂·戏茶食驿(中山中路店),http://p0.meituan.net/dpmerchantalbum/10087b4e1f7c0d61b916a19a5dd5ad24160094.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5276,￥171,[],浙菜 | 吴山广场/河坊街,5
海底捞火锅(下沙银泰店),https://img.meituan.net/content/d604342a8729d6e83241a0cc22caa2f41682811.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5516,￥101,[],四川火锅 | 下沙,5
梁大妈妈菜·小龙虾·酸菜鱼·羊蝎子,http://p0.meituan.net/biztone/698412_1681638742797.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,7348,￥114,[],小龙虾 | 朝晖地区,5
二烧(拱苑路店),http://p0.meituan.net/biztone/68b3b2cd50fa750f8fec60bd77cc866a744806.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2041,￥21,[],江浙小吃 | 城西银泰城,5
青庐·千岛湖餐饮名店,https://p0.meituan.net/biztone/d734c642d4d15566e5f3da7cafb86781410329.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4087,￥87,[],农家菜 | 千岛湖风景区,5
外婆家(湖滨银泰IN77E区店),https://img.meituan.net/content/851f8e01c0b846443d0d5827f83150bc529163.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5147,￥80,"['外婆小牛肉', '龙井虾仁', '外婆红烧肉']",浙菜 | 湖滨/解百商厦,5
新白鹿餐厅(龙游路店),https://img.meituan.net/content/61ba1cdf9452ec984c4cc49d373bc24e1961476.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,24299,￥72,"['蛋黄鸡翅', '糖醋排骨', '冰淇淋烤布蕾']",浙菜 | 凤起路沿线,5
付小姐在成都(文二路店),https://img.meituan.net/content/6c7bb912a77ae8b702ba162d00b21d693005812.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,9424,￥77,"['重庆小酥肉', '红糖糍粑', '成都冷锅串串香']",川菜馆 | 高新文教区,5
远洋凯宾斯基紫宸中餐厅,https://img.meituan.net/content/da515f323e5f852e4dc7d30822a05488198284.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1339,￥263,"['鲜花椒宫爆虾球', '杨枝金捞', '松茸菌老鸡螺头炖汤']",浙菜 | 远洋乐堤港,5
素心素食(翠苑店),https://p0.meituan.net/biztone/f0a5f20e1e448cdfaa1515f4ecea809a411496.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,8510,￥35,"['糖醋藕', '黑胡椒杏鲍菇', '自制豆腐脑']",素食自助 | 高新文教区,5
湊湊火锅·茶憩(杭州萧山万象汇店),https://p0.meituan.net/biztone/ea4cd9d7a3ccd386aaab12f86702d54b433550.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,6953,￥148,"['大红袍奶茶', '台式麻辣锅', '湊湊肥牛']",火锅 | 北干,5
中国凉都贵州黄牛馆(杭州总店),http://p0.meituan.net/merchant/988b3f8f2b5acf912203caff94d11a01504447.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2651,￥59,"['招牌生牛肉', '招牌牛肉拼盘', '雪花吊龙']",牛羊肉火锅 | 天虹购物中心,5
星洲小馆·新加坡菜(海威新界店),http://p0.meituan.net/biztone/1079696909_1704546520849.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3070,￥63,"['海南鸡饭', '咖椰吐司', '油鸡饭']",新加坡菜 | 开发区/高教园,5
雅轩餐厅·创意江浙菜(西溪湿地店),https://img.meituan.net/content/0abe8bbd5ad6c56b2d0005636b3da0751779166.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2013,￥150,"['南乳两头乌配麦饼', '海胆八宝豆腐', '泉水牛腱']",浙菜 | 西溪,5
纳德世家·食尚餐厅,https://img.meituan.net/content/3854d641c99d08a2be0ca8f7db6de7532149726.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5311,￥163,"['三文鱼', '甜点', '冰淇淋']",自助餐 | 湖墅南路,5
醉忆江南江鲜馆(富阳总店),http://p0.meituan.net/bbia/1b7a939447e0c483d111b4529ac0137e137360.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2050,￥99,"['正宗千岛湖鱼头', '富春江白鲈', '雪菜花蛤肉']",家常菜 | 金桥北路/国道,5
笤帚湾·虎哥私房菜(馒头山店),https://img.meituan.net/msmerchant/2e9333a5d1e888d31284b65673dde08a105495.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1361,￥133,"['洋葱爆猪肝', '鯗烧肉', '毛豆子煎臭豆腐']",私房菜 | 复兴路沿线/南星,5
九里云松·天香餐厅,https://img.meituan.net/content/81b2b3f8234157cc1b6ef899d3dde9691010532.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2460,￥400,"['松鼠桂鱼', '龙井虾仁', '杏仁片']",浙菜 | 灵隐/白乐桥,5
御牛道·食材专门店,http://p0.meituan.net/biztone/91565122_1678788703648.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,8058,￥60,"['传统牛小排', '逸品厚切牛舌', '逸品牛腩']",日式简餐/快餐 | 城东,5
佳藕天成(南宋御街店),http://p1.meituan.net/merchant/108de1f6ddf886a403746ca8aa4d89cb394378.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,10526,￥20,"['西湖藕粉西湖龙井味', '西湖藕粉冰糖桂花味', '鲜榨藕汁']",江浙小吃 | 吴山广场/河坊街,5
杭儿风餐厅(来福士店),http://p0.meituan.net/biztone/157703753_1624952275659.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,7887,￥180,"['杭州经典卤大肠', '经典虾爆鳝背', '泉水雪花牛腱子']",浙菜 | 钱江新城/四季青,5
渔歌和宴·原烹海鲜,http://p0.meituan.net/biztone/169508321_1707451012858.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1798,￥194,"['小炒黄牛肉', '老坛泡菜老虎斑', '海鲜贝壳大拼盘']",海鲜 | 海创园,5
太二酸菜鱼(杭州大悦城店),https://img.meituan.net/content/7cb3d6674565b5def03e3c68ef01adc51125223.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,6929,￥85,"['老坛子酸菜鱼', '无骨鸡爪', '蛋酥软糍耙']",酸菜鱼/水煮鱼 | 北大桥/大悦城,5
涤心沼,http://p0.meituan.net/biztone/79449571_1689224104906.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1142,￥632,"['小牛肉', '陈年花雕醉膏蟹', '龙虾仔烧麻辣豆腐']",私房菜 | 龙井/虎跑,5
龙井草堂,https://img.meituan.net/msmerchant/69f7179b87a3e360ee20ad5e350cb6ac412623.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1805,￥718,"['自磨豆浆', '舍得', '红烧肉']",浙菜 | 龙井/虎跑,5
小林刺身·家庭料理社区店(中山北路店),https://img.meituan.net/content/0dcd616e42a0662e7cdebe8ab4e46007742885.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4557,￥119,"['鹅肝寿司', '烤牛舌', '三文鱼腹刺身']",日本料理 | 武林广场,5
海底捞火锅(水晶城购物中心店),https://img.meituan.net/content/d604342a8729d6e83241a0cc22caa2f41682811.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4882,￥104,"['虾滑', '捞派脆脆毛肚', '番茄锅底']",四川火锅 | 水晶城,5
雷迪森龙井庄园·酩原吧,http://p0.meituan.net/merchant/029be047b9b2bd61d1b4d4a4fd753cb3215233.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,730,￥191,"['西湖龙井茶（热）', '冰淇淋', '巧克力慕斯']",饮品店 | 龙井/虎跑,5
卤鸭儿(万科店),http://p1.meituan.net/merchant/30d11166e74f1d7439cf0099aed52a95745451.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1717,￥57,"['卤鸭儿', '石锅臭豆腐', '鲍汁芋艿']",浙菜 | 北部新城,5
陈先进鱼馆·衢州老字号(黄龙店),https://img.meituan.net/content/6f30288cc7a24c9076e8bb83a427a65d1126708.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2782,￥102,"['土烧汪刺鱼', '青番茄炒咸肉', '手工豆腐']",浙菜 | 高新文教区,5
知足亭,https://img.meituan.net/msmerchant/e6d10e606f4a78c135c695a7358666d1131117.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,623,￥280,"['刺身拼盘', '苹果沙拉', '寿喜锅']",日本料理 | 灵隐/白乐桥,5
江南小叙·美食研究院(鱼街店),https://img.meituan.net/content/7541ca9d9692999edb4402940700c235986245.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4160,￥88,"['浓汤鱼头', '千岛湖剁椒鱼头', '红烧小河蚌']",农家菜 | 鱼街,5
西部往事.自由餐厅.团建聚会.落日微醺,http://p0.meituan.net/biztone/191126681_1687514414378.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1091,￥112,"['奔跑的羔羊排', '乾隆豆腐鱼', '外婆的菜园子']",创意菜 | 龙坞,5
客串出品·鲜牛肉串(萧山汇金店),https://p0.meituan.net/biztone/080e164fb99d6659cf95d881334b510c371939.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5644,￥88,"['黄金牛油', '秘制·臭豆腐', '掌中宝']",烧烤烤串 | 加州阳光,5
如野·玻璃房子·山野食记(西湖虎跑满陇桂雨店),https://p0.meituan.net/biztone/6f5821462027915118f6554814db3204802236.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,8284,￥85,"['如野椒麻鸡', '牛肝菌焗饭', '鲜虾蟹黄豆腐']",创意菜 | 龙井/虎跑,5
玖隆坡鱼头火锅(滨江天街店),https://img.meituan.net/content/acabad4060e5074de16897f11a4716d22906331.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,9282,￥129,"['玖隆超级鱼头.BJ', '玖隆脆毛肚', '手工特色虾滑']",重庆火锅 | 龙湖滨江天街,5
御牛道烤肉料理(大悦城店),https://img.meituan.net/content/cd085d3615672de10c0970544bf8c5081074377.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3893,￥174,"['雪花中落小排', '逸品牛小排', '法式鹅肝手握寿司']",日式烧烤/烤肉 | 北大桥/大悦城,5
李九记·火腫鸡海鲜火锅(胜利河店),https://img.meituan.net/msmerchant/31906c5eb8b6c6ee8b177eb82643e90f94943.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,898,￥350,"['原味火腫竹林鸡汤锅', '手切雪花牛小排', '深水虾']",海鲜火锅 | 信义坊/胜利河美食街,5
食甜帮·蛋糕甜品(通益路店),http://p0.meituan.net/biztone/177448702_1648693233388.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,452,￥58,"['一颗芒果', '老香港奶茶', '吻']",甜品 | 北部新城,5
Amanda’s kitchen 晓曼私厨(天虹店),http://p0.meituan.net/biztone/195786789_1698641748375.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3485,￥122,"['秘制烘烤鸡扒', '杏仁奶酪酿小蘑菇', '经典意大利肉酱面']",西餐 | 天虹购物中心,5
全乐鱼馆·淳牌有机鱼直营店,http://p1.meituan.net/merchant/a42b682e82aba4b5a79a7b0a3b3a891c325589.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2728,￥101,"['千岛湖浓汤鱼头', '千岛野娇娇', '红烧有机鱼尾']",农家菜 | 阳光路,5
鮨·浅草君·洋风料理(星耀城店),https://img.meituan.net/content/f1706dfe06e9deedf20b2ae1e74a766e899375.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4511,￥84,"['海鲜玉子烧', '抹茶布丁', '芒果鳗鱼加州']",日本料理 | 开发区/高教园,5
尊蓝钱江豪华精选酒店-澜亭中餐厅,http://p1.meituan.net/biztone/5112359_1650249216565.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1686,￥430,"['鹅肝酱葱油饼', '宋嫂鱼羹', '溏心鸽蛋红烧肉']",浙菜 | 万泰城,5
老头儿油爆虾(金沙印象城店),https://img.meituan.net/content/a164a5453ebe7aeea9c0fb9f7cf480aa3129085.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4021,￥89,"['老头儿油爆虾（沼虾）', '干炸带鱼-老头儿真传', '老头儿卤鸭（半只）']",浙菜 | 下沙,5
汝拉私房菜(西溪湿地·福堤慢生活街区店),https://p0.meituan.net/biztone/230cd7dd9503f2215325e5bec0fc43452216787.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,13044,￥110,"['豆腐就要炖着吃', '一品香芋煲', '手抓猪手（辣）']",私房菜 | 西溪,5
彩娥饭店,http://qcloud.dpfile.com/pc/raqkzdJAb6zG9_H0dN9lezfTiwWYZFuSH3q0qNZ0OAKA0_jKGKpgXpWzxe4vYsygbKcq9vnEaGy3xLEf-_v_oA.jpg,4145,￥81,"['白切鸡', '臭豆腐', '馒头']",浙菜 | 小和山,5
炉鱼(万象汇店),https://img.meituan.net/content/d12b19432f719442b9f58d6afbe0a4981480999.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5225,￥89,"['湄公鱼', '海鲈鱼', '蒜香味烤鱼']",烤鱼 | 北干,5
水车小屋,http://p1.meituan.net/biztone/83727755_1703730540570.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2198,￥152,"['炸虾天妇罗', '鹅肝寿司', '鳗鱼饭']",日本料理 | 市心北路,5
蟹太宗小龙虾·虾蟹煲·美蛙(西湖店),https://p0.meituan.net/biztone/f425ec81ff4adcba18564fbe4e8d0e13361279.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5630,￥76,"['十三香小龙虾', '炭火蛙锅', '大闸蟹海鲜锅']",大闸蟹 | 湖滨/解百商厦,5
simply thai天泰(嘉里中心店),https://img.meituan.net/content/bb7e0a483b506642f705ffa8bbaeccfb1747062.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,9055,￥130,"['泰式珍馐冬阴功汤', '香茅鸡肉串佐甜辣酱', '十美菠萝海鲜炒饭']",泰国菜 | 凤起路沿线,5
船上人餐厅,https://img.meituan.net/content/18043539c6b5561c10b09862f18114db1040777.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2451,￥77,"['船上人浓汤鱼头1', '蟹黄豆腐', '一锅炖鱼']",家常菜 | 千岛湖风景区,5
弄口里烧烤(滨江康康谷店),https://p0.meituan.net/biztone/2d5f36f11db5aa7cbb54c5f20d3bdd25254716.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,13186,￥56,"['炭烤掌中宝', '炭烤牛肉串', '炭烤中奶馒头']",烤串 | 开发区/高教园,5
一佳靓虾(中河中路店),http://p1.meituan.net/biztone/42640707_1710576660158.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3303,￥191,"['精品冰镇靓虾', '精品清蒸靓虾', '十三香靓虾']",小龙虾 | 解放路沿线,5
湊湊火锅·茶憩(杭州金地广场店),https://p0.meituan.net/biztone/ea4cd9d7a3ccd386aaab12f86702d54b433550.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4549,￥140,"['大红袍珍珠奶茶', '四川麻辣锅的鸭血豆腐', '冰沙']",火锅 | 金地广场,5
临安宴·归来时·临安菜(天目路店),https://p0.meituan.net/biztone/f803b639863a6902c5e3218b3739ad7e310639.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3690,￥97,"['归来脆皮年糕', '马啸黄牛肉火锅', '婆留养生豆腐']",浙菜 | 石镜街,5
咕鹿流心披萨(下沙店),https://img.meituan.net/content/6bca4021f33028f969e046f0df933ec01680967.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3727,￥60,"['流金流心披萨饺', '10英寸黑金榴莲流心披萨', '黑椒牛肉意面']",西餐 | 下沙,5
谢大牛馆·中式卤牛排(德胜店),https://img.meituan.net/content/45cebc054ce57d1550b180c944bc3b98789693.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,7626,￥98,"['牛排', '牛杂粉', '牛杂拼盘']",江浙小吃 | 德胜路沿线,5
GODIVA(嘉里中心店),https://img.meituan.net/content/cf31085203fbc0e5d03d0a6540e618b6781659.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3210,￥54,"['草莓白巧克力软冰淇淋', '经典冰黑巧克力', '草莓双重巧克力软冰淇淋']",冰淇淋 | 凤起路沿线,5
藏日本料理,http://p1.meituan.net/biztone/93167613_1712078636171.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1722,￥421,"['蟹宝', '鹅肝寿司', '刺身拼盘']",日本料理 | 武林广场,5
鲁员外地锅鸡地锅鱼(武林店),http://p0.meituan.net/biztone/1328369464_1661091283564.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,7051,￥77,"['鲁员外地锅鸡..', '玉米饼', '拍黄瓜']",农家菜 | 凤起路沿线,5
新白鹿餐厅(星光大道一期店),https://img.meituan.net/content/61ba1cdf9452ec984c4cc49d373bc24e1961476.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4634,￥67,"['冰淇淋烤布雷', '蛋黄鸡翅', '香烤鲈鱼']",浙菜 | 开发区/高教园,5
茶岚苑花园餐厅(九溪店),http://p0.meituan.net/biztone/1696615_1670553443391.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1802,￥93,"['钱江白条鱼', '茶岚桂花鸡', '桂花红烧肉']",农家菜 | 龙井/虎跑,5
御牛道烤肉料理(滨江宝龙店),http://p0.meituan.net/biztone/164467205_1685526283215.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3342,￥175,"['雪花中落小排', '逸品牛小排', '法式鹅肝手握寿司']",日式烧烤/烤肉 | 滨江宝龙城市广场,5
绿城玫瑰园·翡翠庭中餐厅(之江路店),https://img.meituan.net/msmerchant/a1f27c6dc5fa3db8041a6ff9d2839cc0388723.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1261,￥262,"['泉水牛腱', '石锅海胆豆腐', '天鹅蛋杨枝甘露']",浙菜 | 宋城,5
文兴酒家·始于1990(杭州大厦店),https://img.meituan.net/content/f68b02304642e4f8f63bf55e8b1f5986455073.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4171,￥246,"['招牌文兴烤鸭', '龙虾汤泡饭', '脆皮牛腩']",粤菜馆 | 武林广场,5
谢谢书香,http://p0.meituan.net/biztone/179964295_1673860803174.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1762,￥120,"['鲜蘑菇浓汤', '蒜蓉法式小羊排', '经典肉酱意面']",西餐 | 湖滨/解百商厦,5
农夫烤牛肉(下沙总店),http://p0.meituan.net/biztone/160587114_1709373080968.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2904,￥86,"['特色烤牛肉', '五花肉', '酱料']",融合烤肉 | 下沙,5
本逸·割烹料理(黄龙店),http://p0.meituan.net/biztone/162930066_1657208312245.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,944,￥566,"['特选综合刺身拼盘', '三文鱼厚切', '特选A3和牛岩烧']",日本料理 | 西湖北线/黄龙,5
山农堡农庄·地道山里味,https://img.meituan.net/content/11e4cc3878c773c83956a8a5b3c648971720280.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1958,￥96,"['千岛湖有机鱼头', '一鱼两吃', '可乐鸡']",私房菜 | 千岛湖风景区,5
外婆家(亲橙里店),https://img.meituan.net/content/851f8e01c0b846443d0d5827f83150bc529163.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4547,￥74,"['外婆茶香鸡', '蒜蓉粉丝虾', '糖醋里脊']",浙菜 | 海创园,5
怀谷居酒屋(青芝坞店),http://p0.meituan.net/merchant/d14e6381c35d4abb111af60190a344ae117081.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2177,￥120,"['雪花原汁牛舌', '法式鹅肝', '海鲜炒饭']",日本料理 | 青芝坞,5
满丼·肉剧场专门店(中山北路店),http://p0.meituan.net/merchant/3cbb13ca3a197821ecb7e1f1656e41d1312601.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,12535,￥39,"['马萨拉慢煎鸡腿', '抹茶奶冻', '温泉蛋']",快餐简餐 | 浙一医院/庆春路沿线,5
小牛家村·贵州黄牛肉梦想小镇店,https://img.meituan.net/content/20403922275aa8cbd34f9b5f5af6337b4188834.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2217,￥91,"['嫩牛肉', '雪花牛肉', '招牌酱料']",火锅 | 仓前,5
舞麦UMAI(中山北路店),https://img.meituan.net/msmerchant/1ab54d4de59003dcc273a07fbfcdfc9e287588.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2892,￥122,"['土豆泥沙拉', '招牌大虾卷', '鹅肝寿司']",日本料理 | 凤起路沿线,5
迦南(武林路店),https://img.meituan.net/content/8c796e8c6718df0d334139fe52e46057236163.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3246,￥35,"['芋泥雪媚娘', '爆浆芝士团子', '芝士麻薯']",面包烘焙 | 武林广场,5
